"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 11, 2020","11,379.8","11,892.0","11,912.0","11,278.0","7.11K","-4.31%"
"Aug 10, 2020","11,892.0","11,675.7","12,024.0","11,675.7","6.57K","1.85%"
"Aug 09, 2020","11,675.7","11,764.0","11,782.0","11,572.0","1.57K","-0.75%"
"Aug 08, 2020","11,764.0","11,580.0","11,772.0","11,564.0","1.87K","1.59%"
"Aug 07, 2020","11,580.0","11,759.0","11,845.0","11,509.0","5.09K","-1.52%"
"Aug 06, 2020","11,759.0","11,735.8","11,858.0","11,649.7","3.90K","0.20%"
"Aug 05, 2020","11,735.8","11,184.0","11,735.8","11,182.0","5.79K","4.93%"
"Aug 04, 2020","11,184.0","11,226.5","11,346.8","11,096.0","3.26K","-0.38%"
"Aug 03, 2020","11,226.5","11,053.8","11,389.0","11,053.8","4.09K","1.56%"
"Aug 02, 2020","11,053.8","11,804.7","11,917.0","11,032.0","13.22K","-6.36%"
"Aug 01, 2020","11,804.7","11,350.0","11,804.7","11,307.0","10.57K","4.01%"
"Jul 31, 2020","11,350.0","11,123.0","11,378.0","11,038.0","5.83K","2.04%"
"Jul 30, 2020","11,123.0","11,117.0","11,180.0","10,965.0","4.25K","0.05%"
"Jul 29, 2020","11,117.0","10,932.0","11,240.0","10,929.2","8.82K","1.69%"
"Jul 28, 2020","10,932.0","11,044.0","11,211.8","10,761.0","9.88K","-1.01%"
"Jul 27, 2020","11,044.0","9,946.3","11,249.1","9,946.3","21.58K","11.02%"
"Jul 26, 2020","9,948.1","9,714.9","10,008.0","9,685.8","8.94K","2.40%"
"Jul 25, 2020","9,714.9","9,559.1","9,730.5","9,559.1","2.56K","1.63%"
"Jul 24, 2020","9,559.4","9,615.0","9,615.0","9,505.3","2.26K","-0.58%"
"Jul 23, 2020","9,615.0","9,557.7","9,642.9","9,494.6","4.70K","0.60%"
"Jul 22, 2020","9,557.7","9,402.0","9,557.7","9,349.3","4.14K","1.66%"
"Jul 21, 2020","9,402.0","9,179.2","9,434.0","9,179.2","5.40K","2.43%"
"Jul 20, 2020","9,179.2","9,231.2","9,231.2","9,169.7","1.40K","-0.56%"
"Jul 19, 2020","9,231.2","9,189.1","9,231.2","9,130.5","1.44K","0.46%"
"Jul 18, 2020","9,189.1","9,167.3","9,200.1","9,142.9","1.17K","0.24%"
"Jul 17, 2020","9,167.3","9,149.9","9,172.0","9,128.8","1.06K","0.19%"
"Jul 16, 2020","9,149.9","9,210.1","9,215.7","9,092.1","2.87K","-0.65%"
"Jul 15, 2020","9,210.1","9,263.4","9,263.4","9,195.7","0.90K","-0.58%"
"Jul 14, 2020","9,263.4","9,252.0","9,270.7","9,194.8","2.20K","0.12%"
"Jul 13, 2020","9,252.0","9,315.8","9,344.8","9,238.1","1.93K","-0.68%"
"Jul 12, 2020","9,315.8","9,246.3","9,315.8","9,195.6","1.86K","0.75%"
"Jul 11, 2020","9,246.3","9,305.7","9,305.7","9,221.8","0.81K","-0.64%"
"Jul 10, 2020","9,305.7","9,248.9","9,305.7","9,161.9","1.42K","0.61%"
"Jul 09, 2020","9,248.9","9,447.0","9,447.0","9,215.0","3.71K","-2.10%"
"Jul 08, 2020","9,447.0","9,267.5","9,480.7","9,267.5","3.81K","1.94%"
"Jul 07, 2020","9,267.5","9,361.0","9,361.0","9,255.1","1.63K","-1.00%"
"Jul 06, 2020","9,361.0","9,089.7","9,361.0","9,080.1","4.26K","2.99%"
"Jul 05, 2020","9,089.7","9,147.7","9,152.3","9,004.9","2.08K","-0.63%"
"Jul 04, 2020","9,147.7","9,073.9","9,203.5","9,060.0","1.13K","0.81%"
"Jul 03, 2020","9,073.9","9,100.0","9,135.5","9,058.1","1.09K","-0.29%"
"Jul 02, 2020","9,100.0","9,239.9","9,266.1","8,950.2","3.79K","-1.51%"
"Jul 01, 2020","9,239.9","9,150.6","9,298.0","9,109.5","2.19K","0.98%"
"Jun 30, 2020","9,150.6","9,194.4","9,206.5","9,077.1","1.83K","-0.48%"
"Jun 29, 2020","9,194.4","9,127.8","9,242.1","9,030.2","3.64K","0.73%"
"Jun 28, 2020","9,127.8","9,015.3","9,193.2","8,949.4","2.11K","1.25%"
"Jun 27, 2020","9,015.3","9,173.1","9,199.5","8,857.3","3.37K","-1.72%"
"Jun 26, 2020","9,173.1","9,257.0","9,299.0","9,054.1","3.69K","-0.91%"
"Jun 25, 2020","9,257.0","9,312.1","9,344.0","9,012.7","5.55K","-0.59%"
"Jun 24, 2020","9,312.1","9,635.1","9,684.1","9,222.3","5.52K","-3.35%"
"Jun 23, 2020","9,635.1","9,697.7","9,724.0","9,594.7","3.42K","-0.65%"
"Jun 22, 2020","9,697.7","9,298.1","9,794.2","9,285.2","5.88K","4.30%"
"Jun 21, 2020","9,298.1","9,371.3","9,431.1","9,292.1","1.34K","-0.78%"
"Jun 20, 2020","9,371.3","9,315.5","9,401.0","9,178.6","1.87K","0.60%"
"Jun 19, 2020","9,315.5","9,400.0","9,439.9","9,241.8","2.62K","-0.90%"
"Jun 18, 2020","9,400.0","9,473.3","9,496.4","9,287.2","1.66K","-0.77%"
"Jun 17, 2020","9,473.3","9,534.4","9,566.0","9,261.3","3.14K","-0.64%"
"Jun 16, 2020","9,534.4","9,435.0","9,589.9","9,388.1","3.44K","1.07%"
"Jun 15, 2020","9,433.9","9,344.8","9,510.0","8,914.9","10.16K","0.95%"
"Jun 14, 2020","9,345.4","9,480.9","9,486.0","9,262.0","2.69K","-1.43%"
"Jun 13, 2020","9,480.8","9,468.3","9,498.2","9,363.6","1.85K","0.13%"
"Jun 12, 2020","9,468.3","9,272.2","9,544.0","9,246.0","5.05K","2.11%"
"Jun 11, 2020","9,272.2","9,898.8","9,972.8","9,088.6","15.78K","-6.33%"
"Jun 10, 2020","9,898.8","9,771.9","10,004.0","9,699.3","4.46K","1.31%"
"Jun 09, 2020","9,770.8","9,784.4","9,875.9","9,582.1","3.40K","-0.13%"
"Jun 08, 2020","9,783.2","9,747.1","9,800.0","9,650.4","2.36K","0.38%"
"Jun 07, 2020","9,746.3","9,668.4","9,814.0","9,402.3","4.71K","0.81%"
"Jun 06, 2020","9,668.4","9,620.4","9,733.0","9,552.6","1.95K","0.50%"
"Jun 05, 2020","9,620.5","9,790.7","9,861.8","9,620.5","3.62K","-1.74%"
"Jun 04, 2020","9,790.7","9,672.0","9,882.1","9,477.0","4.28K","1.23%"
"Jun 03, 2020","9,672.0","9,530.0","9,684.0","9,400.0","2.66K","1.49%"
"Jun 02, 2020","9,530.0","10,221.0","10,242.0","9,197.4","21.47K","-6.76%"
"Jun 01, 2020","10,221.0","9,452.1","10,390.0","9,421.8","13.43K","8.13%"
"May 31, 2020","9,452.1","9,706.4","9,707.2","9,402.6","3.69K","-2.62%"
"May 30, 2020","9,706.4","9,426.2","9,742.0","9,338.0","6.16K","2.97%"
"May 29, 2020","9,426.2","9,589.3","9,618.5","9,352.3","3.88K","-1.70%"
"May 28, 2020","9,589.3","9,210.3","9,629.6","9,121.7","7.63K","4.11%"
"May 27, 2020","9,210.3","8,845.5","9,225.0","8,822.8","5.46K","4.12%"
"May 26, 2020","8,845.5","8,902.0","9,013.3","8,705.0","3.94K","-0.63%"
"May 25, 2020","8,902.0","8,711.5","8,960.8","8,628.6","5.61K","2.19%"
"May 24, 2020","8,711.5","9,174.6","9,300.0","8,700.0","6.73K","-5.05%"
"May 23, 2020","9,174.6","9,162.4","9,304.0","9,088.6","2.45K","0.13%"
"May 22, 2020","9,162.4","9,059.5","9,257.3","8,935.5","3.83K","1.14%"
"May 21, 2020","9,059.5","9,502.0","9,564.0","8,821.4","11.34K","-4.66%"
"May 20, 2020","9,502.0","9,770.1","9,840.6","9,305.1","9.60K","-2.74%"
"May 19, 2020","9,770.1","9,714.8","9,877.5","9,470.2","5.59K","0.57%"
"May 18, 2020","9,714.8","9,668.2","9,941.1","9,462.4","9.20K","0.48%"
"May 17, 2020","9,668.2","9,388.0","9,877.7","9,334.2","9.66K","2.98%"
"May 16, 2020","9,388.0","9,313.3","9,580.0","9,224.0","4.16K","0.80%"
"May 15, 2020","9,313.3","9,791.0","9,836.5","9,133.6","11.34K","-4.88%"
"May 14, 2020","9,791.0","9,312.0","9,937.8","9,267.5","12.87K","5.14%"
"May 13, 2020","9,312.0","8,811.4","9,403.2","8,799.5","9.89K","5.68%"
"May 12, 2020","8,811.4","8,555.0","8,967.0","8,526.6","5.65K","3.00%"
"May 11, 2020","8,555.0","8,726.0","9,135.8","8,211.1","20.56K","-1.96%"
"May 10, 2020","8,726.0","9,537.7","9,557.5","8,107.4","26.50K","-8.51%"
"May 09, 2020","9,537.9","9,792.2","9,900.0","9,499.0","8.26K","-2.60%"
"May 08, 2020","9,792.8","9,991.0","10,025.0","9,713.8","12.20K","-1.87%"
"May 07, 2020","9,979.6","9,150.4","10,045.0","9,050.0","19.87K","8.97%"
"May 06, 2020","9,157.9","9,020.0","9,415.1","8,918.3","8.73K","1.53%"
"May 05, 2020","9,020.1","8,871.2","9,119.8","8,770.9","7.71K","1.74%"
"May 04, 2020","8,865.8","8,901.6","8,959.0","8,535.0","9.32K","-0.38%"
"May 03, 2020","8,899.8","8,982.3","9,198.0","8,738.5","9.72K","-0.92%"
"May 02, 2020","8,982.3","8,822.9","8,999.0","8,763.0","5.09K","1.81%"
"May 01, 2020","8,822.9","8,630.8","9,069.9","8,630.8","7.92K","2.17%"
"Apr 30, 2020","8,635.3","8,773.8","9,438.8","8,416.0","29.83K","-1.57%"
"Apr 29, 2020","8,773.3","7,750.7","8,918.0","7,706.1","30.21K","13.12%"
"Apr 28, 2020","7,755.8","7,777.6","7,777.7","7,658.6","5.62K","-0.28%"
"Apr 27, 2020","7,777.7","7,698.0","7,777.7","7,623.4","6.90K","1.05%"
"Apr 26, 2020","7,697.1","7,538.5","7,697.1","7,487.0","5.32K","2.10%"
"Apr 25, 2020","7,538.5","7,508.4","7,700.0","7,450.1","5.17K","0.42%"
"Apr 24, 2020","7,506.8","7,499.0","7,614.0","7,428.3","8.80K","0.15%"
"Apr 23, 2020","7,495.2","7,133.3","7,744.9","7,047.4","16.38K","5.08%"
"Apr 22, 2020","7,133.0","6,849.9","7,164.0","6,826.2","5.15K","4.13%"
"Apr 21, 2020","6,850.0","6,835.0","6,955.6","6,770.7","6.46K","0.12%"
"Apr 20, 2020","6,841.9","7,133.4","7,235.0","6,767.1","9.96K","-4.09%"
"Apr 19, 2020","7,133.3","7,268.8","7,285.4","7,058.7","4.74K","-1.87%"
"Apr 18, 2020","7,269.1","7,045.9","7,300.1","7,044.9","5.20K","3.17%"
"Apr 17, 2020","7,045.8","7,114.7","7,158.9","7,013.4","4.68K","-0.97%"
"Apr 16, 2020","7,114.9","6,629.1","7,200.0","6,500.4","17.75K","7.25%"
"Apr 15, 2020","6,633.8","6,874.0","6,938.4","6,621.3","6.01K","-3.47%"
"Apr 14, 2020","6,872.4","6,847.9","6,984.9","6,762.9","4.30K","0.35%"
"Apr 13, 2020","6,848.7","6,916.5","6,916.5","6,576.5","12.68K","-0.93%"
"Apr 12, 2020","6,913.0","6,884.5","7,192.2","6,797.6","8.89K","0.41%"
"Apr 11, 2020","6,884.5","6,874.3","6,954.4","6,780.0","4.07K","0.13%"
"Apr 10, 2020","6,875.5","7,293.7","7,305.8","6,756.4","15.84K","-5.73%"
"Apr 09, 2020","7,293.5","7,367.1","7,370.7","7,117.0","7.75K","-1.00%"
"Apr 08, 2020","7,367.0","7,203.0","7,420.0","7,155.8","8.18K","2.28%"
"Apr 07, 2020","7,203.0","7,340.2","7,452.0","7,088.0","11.99K","-1.95%"
"Apr 06, 2020","7,346.0","6,780.2","7,350.1","6,779.9","14.59K","8.38%"
"Apr 05, 2020","6,778.0","6,880.6","6,914.7","6,693.4","5.65K","-1.51%"
"Apr 04, 2020","6,881.6","6,738.5","7,010.8","6,660.0","7.12K","2.09%"
"Apr 03, 2020","6,740.8","6,810.7","7,048.1","6,624.6","9.97K","-1.14%"
"Apr 02, 2020","6,818.3","6,685.7","7,263.3","6,591.3","20.08K","2.15%"
"Apr 01, 2020","6,675.0","6,429.0","6,714.6","6,180.0","11.23K","3.85%"
"Mar 31, 2020","6,427.7","6,409.1","6,536.0","6,350.0","5.75K","0.31%"
"Mar 30, 2020","6,407.6","5,893.7","6,627.1","5,880.9","12.38K","8.74%"
"Mar 29, 2020","5,892.6","6,252.3","6,279.6","5,892.6","11.22K","-5.71%"
"Mar 28, 2020","6,249.3","6,366.0","6,366.0","6,061.4","12.96K","-1.89%"
"Mar 27, 2020","6,370.0","6,755.0","6,856.0","6,277.8","11.08K","-5.64%"
"Mar 26, 2020","6,750.7","6,688.2","6,790.1","6,536.9","6.73K","0.93%"
"Mar 25, 2020","6,688.2","6,762.0","6,968.0","6,449.9","13.79K","-1.09%"
"Mar 24, 2020","6,762.0","6,491.2","6,838.5","6,406.1","16.62K","4.17%"
"Mar 23, 2020","6,491.2","5,820.1","6,652.4","5,682.7","19.55K","11.40%"
"Mar 22, 2020","5,827.0","6,202.7","6,410.6","5,757.3","16.28K","-6.04%"
"Mar 21, 2020","6,201.8","6,211.1","6,461.0","5,884.7","12.94K","-0.06%"
"Mar 20, 2020","6,205.8","6,173.5","6,897.0","5,687.6","31.08K","0.52%"
"Mar 19, 2020","6,173.4","5,417.1","6,412.6","5,266.4","31.25K","13.98%"
"Mar 18, 2020","5,416.2","5,339.0","5,452.7","5,033.9","21.13K","1.33%"
"Mar 17, 2020","5,345.2","5,068.3","5,564.2","4,964.4","19.60K","5.67%"
"Mar 16, 2020","5,058.5","5,381.9","5,381.9","4,468.0","41.78K","-6.03%"
"Mar 15, 2020","5,383.2","5,217.1","5,984.2","5,133.0","22.62K","3.16%"
"Mar 14, 2020","5,218.2","5,621.8","5,673.2","5,099.0","18.64K","-7.24%"
"Mar 13, 2020","5,625.4","4,873.1","5,965.3","4,001.0","102.82K","14.17%"
"Mar 12, 2020","4,927.0","7,975.3","8,001.7","4,612.1","116.68K","-38.18%"
"Mar 11, 2020","7,969.6","7,917.9","8,020.6","7,635.1","10.98K","0.71%"
"Mar 10, 2020","7,913.8","7,965.5","8,180.0","7,779.0","10.17K","-0.67%"
"Mar 09, 2020","7,967.3","8,073.8","8,214.9","7,700.0","22.56K","-1.32%"
"Mar 08, 2020","8,074.0","8,917.2","8,917.2","8,049.5","25.59K","-9.47%"
"Mar 07, 2020","8,919.0","9,180.6","9,231.1","8,884.8","4.49K","-2.85%"
"Mar 06, 2020","9,180.6","9,085.6","9,199.7","9,016.1","3.14K","0.99%"
"Mar 05, 2020","9,090.8","8,795.3","9,185.0","8,795.3","5.72K","3.44%"
"Mar 04, 2020","8,788.6","8,791.1","8,877.7","8,718.4","4.17K","-0.03%"
"Mar 03, 2020","8,791.1","8,938.5","8,940.0","8,700.0","5.32K","-1.64%"
"Mar 02, 2020","8,938.1","8,556.8","8,990.8","8,524.6","5.32K","4.35%"
"Mar 01, 2020","8,565.2","8,561.5","8,775.0","8,460.0","5.39K","0.09%"
"Feb 29, 2020","8,557.3","8,730.6","8,820.9","8,557.3","2.50K","-1.96%"
"Feb 28, 2020","8,728.0","8,826.1","8,908.3","8,455.2","7.09K","-1.11%"
"Feb 27, 2020","8,825.8","8,813.2","8,975.0","8,555.0","8.39K","0.14%"
"Feb 26, 2020","8,813.2","9,324.8","9,385.9","8,652.7","14.59K","-5.51%"
"Feb 25, 2020","9,327.5","9,674.0","9,686.6","9,251.4","8.49K","-3.58%"
"Feb 24, 2020","9,674.1","9,983.8","10,022.0","9,484.3","6.59K","-3.11%"
"Feb 23, 2020","9,985.0","9,663.0","10,001.0","9,660.2","7.30K","3.34%"
"Feb 22, 2020","9,662.4","9,693.0","9,714.0","9,565.2","1.84K","-0.32%"
"Feb 21, 2020","9,693.5","9,609.2","9,757.4","9,567.9","11.10K","0.89%"
"Feb 20, 2020","9,608.1","9,586.2","9,694.7","9,362.4","6.50K","0.17%"
"Feb 19, 2020","9,592.2","10,184.0","10,309.0","9,350.3","13.94K","-5.80%"
"Feb 18, 2020","10,183.0","9,708.0","10,275.0","9,625.9","8.25K","4.89%"
"Feb 17, 2020","9,708.0","9,929.7","9,963.8","9,501.5","9.30K","-2.23%"
"Feb 16, 2020","9,929.7","9,901.0","10,037.0","9,651.4","6.93K","0.29%"
"Feb 15, 2020","9,901.0","10,335.0","10,370.0","9,800.3","6.40K","-4.20%"
"Feb 14, 2020","10,335.0","10,222.0","10,371.0","10,101.0","4.13K","1.11%"
"Feb 13, 2020","10,222.0","10,338.0","10,489.0","10,080.0","8.98K","-1.13%"
"Feb 12, 2020","10,339.0","10,249.0","10,458.0","10,238.0","8.71K","0.90%"
"Feb 11, 2020","10,247.0","9,851.2","10,316.0","9,720.0","8.45K","4.03%"
"Feb 10, 2020","9,850.2","10,151.5","10,187.0","9,737.8","8.52K","-2.96%"
"Feb 09, 2020","10,151.0","9,877.3","10,161.0","9,871.1","9.64K","2.77%"
"Feb 08, 2020","9,877.2","9,805.2","9,920.7","9,657.8","5.53K","0.73%"
"Feb 07, 2020","9,805.2","9,745.0","9,859.6","9,695.5","3.70K","0.62%"
"Feb 06, 2020","9,744.9","9,612.0","9,860.0","9,547.0","8.58K","1.38%"
"Feb 05, 2020","9,612.0","9,197.5","9,731.2","9,180.2","10.77K","4.51%"
"Feb 04, 2020","9,197.4","9,309.2","9,359.8","9,112.5","4.07K","-1.20%"
"Feb 03, 2020","9,309.3","9,353.1","9,625.3","9,247.1","6.72K","-0.47%"
"Feb 02, 2020","9,353.1","9,408.0","9,501.0","9,175.4","6.44K","-0.61%"
"Feb 01, 2020","9,410.6","9,371.3","9,476.4","9,318.1","2.53K","0.46%"
"Jan 31, 2020","9,367.4","9,512.7","9,519.9","9,221.9","4.87K","-1.53%"
"Jan 30, 2020","9,512.7","9,305.1","9,550.0","9,175.7","9.02K","2.24%"
"Jan 29, 2020","9,304.2","9,390.9","9,442.0","9,244.4","4.60K","-0.95%"
"Jan 28, 2020","9,393.7","8,912.1","9,413.0","8,912.1","9.12K","5.41%"
"Jan 27, 2020","8,912.0","8,622.0","9,001.8","8,585.2","6.28K","3.37%"
"Jan 26, 2020","8,621.6","8,351.1","8,622.0","8,303.6","3.52K","3.21%"
"Jan 25, 2020","8,353.7","8,447.1","8,447.2","8,280.0","2.10K","-1.11%"
"Jan 24, 2020","8,447.1","8,403.6","8,521.8","8,247.7","3.51K","0.52%"
"Jan 23, 2020","8,403.5","8,668.9","8,669.3","8,296.9","5.70K","-3.01%"
"Jan 22, 2020","8,663.9","8,734.2","8,799.9","8,580.6","2.35K","-0.80%"
"Jan 21, 2020","8,734.1","8,638.2","8,782.8","8,512.2","3.25K","1.11%"
"Jan 20, 2020","8,638.2","8,698.6","8,741.1","8,519.6","4.11K","-0.64%"